id,categoria,edad,genero,estado_civil,ingreso_reportado,maximo_dias_mora,saldo_total,saldo_productos_activos,saldo_productos_pasivos,cantidad_productos_activos,cantidad_productos_pasivos,saldo_en_competencia,monto_credito,plazo_credito,calificacion_crediticia,garantia_credito,tasa_interes
495386,optima,103.0,masculino,soltero,,4.0,172448.0,68475.0,103973.0,1.0,3.0,110314.22,26000.0,7.0,4.0,autoliquidable,6.43
332444,optima,35.0,femenino,divorciado,,19.0,349261.0,338313.0,10948.0,3.0,1.0,1375180.38,134000.0,61.0,4.0,fiduciaria,15.7
966213,premier,46.0,femenino,soltero,90014.0,8.0,1173941.0,1148910.0,25031.0,4.0,7.0,81950.75,309000.0,72.0,4.0,fiduciaria,9.71
823502,optima,30.0,femenino,casado,120799.0,33.0,78235.0,39158.0,39077.0,3.0,0.0,42146.61,171000.0,56.0,3.0,fiduciaria,20.03
216406,optima,44.0,masculino,casado,43796.0,8.0,1415246.0,1414634.0,612.0,2.0,1.0,,561000.0,52.0,4.0,fiduciaria,14.4
607472,premier,50.0,femenino,divorciado,117966.0,256.0,5458271.0,5400035.0,58236.0,8.0,0.13241042418951637,1078.24,267000.0,298.0,5.0,hipotecaria,6.52
883358,privada,34.0,masculino,soltero,121047.0,0.0,400949.0,17206.0,383743.0,1418.0,4.0,23155.96,28000.0,34.0,2.0,prendas,7.32
693703,optima,55.0,femenino,soltero,62881.0,13.0,282611.0,262320.0,20291.0,4.0,1.0,444640.31,51000.0,43.0,4.0,fiduciaria,17.97
768950,premier,32.0,masculino,soltero,124058.0,91.0,256042.0,193391.0,62651.0,2.0,1.0,993554.35,287000.0,195.0,4.0,hipotecaria,8.83
275085,optima,38.0,masculino,casado,68459.0,9.0,454148.0,124380.0,329768.0,1.0,4.0,136576.62,46000.0,51.0,2.0,autoliquidable,8.26
172591,optima,54.0,femenino,casado,28379.0,11.0,870982.0,854511.0,16471.0,3.0,1.0,264408.57,353000.0,86.0,4.0,fiduciaria,13.03
362207,optima,60.0,femenino,divorciado,59668.0,89.0,1040318.0,987164.0,53154.0,2.0,1.0,43658.93,305000.0,338.0,3.0,hipotecaria,6.34
527267,optima,54.0,masculino,casado,82872.0,3.0,861826.0,828360.0,33466.0,2.0,1.0,287445.26,96000.0,49.0,4.0,fiduciaria,14.53
407675,optima,45.0,masculino,casado,,9.0,121842.0,75360.0,46482.0,2.0,2.0,23383.19,270000.0,60.0,3.0,fiduciaria,14.21
588903,premier,39.0,femenino,soltero,92414.0,29.0,392433.0,347774.0,44659.0,2.0,1.0,132658.26,176000.0,64.0,3.0,fiduciaria_prendas,7.97
516953,optima,47.0,femenino,soltero,108531.0,5.0,791141.0,790686.0,455.0,3.0,2.0,,599000.0,60.0,3.0,fiduciaria,13.5
858199,premier,28.0,masculino,soltero,,8.0,590795.0,405352.0,185443.0,3.0,2.0,57789.15,467000.0,58.0,4.0,fiduciaria,15.5
487066,premier,47.0,masculino,divorciado,88572.0,14.0,766785.0,713130.0,53655.0,4.0,1.0,,316000.0,64.0,4.0,fiduciaria,11.39
518892,optima,34.0,masculino,soltero,32022.0,4.0,806433.0,757518.0,48915.0,3.0,2.0,91834.6,82000.0,58.0,5.0,fiduciaria,15.79
136436,optima,35.0,masculino,casado,40011.0,9.0,915346.0,910273.0,5073.0,1.0,3.0,136684.62,78000.0,53.0,3.0,prendas,8.82
744799,optima,53.0,masculino,soltero,33502.0,44.0,69636.0,56205.0,13431.0,2.0,0.0,847691.57,136000.0,48.0,4.0,fiduciaria,16.96
967787,optima,45.0,masculino,soltero,87230.0,9.0,369709.0,369361.0,348.0,4.0,2.0,279195.48,251000.0,54.0,4.0,fiduciaria,15.02
192548,optima,37.0,femenino,casado,88475.0,9.0,181721.0,179468.0,2253.0,5.0,1.0,211723.52,361000.0,44.0,4.0,fiduciaria,18.38
475791,optima,33.0,masculino,casado,32961.0,40.0,1496062.0,1464545.0,31517.0,1.0,3.0,7882.25,772000.0,358.0,2.0,hipotecaria,6.02
268113,optima,67.0,masculino,soltero,42239.0,6.0,684101.0,645775.0,38326.0,2.0,1.0,3106952.09,303000.0,74.0,3.0,fiduciaria_prendas,8.63
351598,premier,52.0,masculino,divorciado,99319.0,20.0,1678237.0,1650494.0,27743.0,3.0,1.0,,235000.0,53.0,5.0,fiduciaria,12.31
269886,premier,40.0,masculino,casado,108209.0,38.0,133117.0,113702.0,19415.0,4.0,1.0,193526.75,327000.0,46.0,3.0,fiduciaria,17.74
128050,optima,73.0,femenino,casado,29980.0,10.0,661580.0,649062.0,12518.0,3.0,1.0,1395951.85,133000.0,49.0,4.0,fiduciaria,14.52
726540,premier,35.0,femenino,divorciado,93675.0,31.0,1298106.0,1215707.0,82399.0,0.0,2.0,175549.17,151000.0,71.0,5.0,fiduciaria,10.95
512190,privada,49.0,femenino,viudo,102729.0,4.0,7668474.0,7522636.0,145838.0,3.0,5.0,734854.68,3307000.0,314.0,2.0,hipotecaria,5.39
786570,optima,35.0,masculino,casado,,4.0,372743.0,346693.0,26050.0,1.0,2.0,370042.14,519000.0,57.0,6.0,fiduciaria,13.72
512042,optima,29.0,femenino,casado,,17.0,308108.0,260496.0,47612.0,1.0,1.0,139018.82,41000.0,55.0,5.0,fiduciaria,16.8
277216,optima,43.0,masculino,casado,35895.0,8.0,342055.0,289918.0,52137.0,3.0,3.0,293378.24,671000.0,39.0,4.0,fiduciaria,13.9
648372,premier,46.0,femenino,divorciado,,1.0,1661454.0,1641688.0,19766.0,3.0,1.0,5345.41,2349000.0,237.0,2.0,hipotecaria,7.05
488844,optima,51.0,femenino,casado,133939.0,1.0,88490.0,57509.0,30981.0,3.0,3.0,255893.12,124000.0,81.0,3.0,fiduciaria_prendas,9.15
267930,optima,39.0,femenino,casado,,12.0,32476.0,25825.0,6651.0,3.0,0.0,157394.88,97000.0,34.0,2.0,fiduciaria,18.6
876092,optima,47.0,masculino,casado,,14.0,400132.0,388849.0,11283.0,5.0,2.0,,232000.0,42.0,4.0,fiduciaria,18.36
938596,privada,54.0,femenino,casado,139715.0,10.0,1896630.0,305048.0,1591582.0,2.0,0.0,62058.84,27000.0,11.0,2.0,autoliquidable,6.54
675908,optima,47.0,femenino,casado,,45.0,143305.0,137414.0,5891.0,4.0,1.0,177200.84,136000.0,45.0,6.0,fiduciaria,15.69
159093,premier,50.0,femenino,divorciado,87629.0,7.0,227567.0,74630.0,152937.0,4.0,2.0,1023139.73,1350000.0,44.0,2.0,fiduciaria,13.29
407743,optima,38.0,masculino,soltero,120972.0,53.0,1284359.0,1272599.0,11760.0,3.0,1.0,9279077.34,947000.0,188.0,3.0,hipotecaria,7.27
188845,optima,39.0,femenino,casado,100336.0,62.0,1070597.0,1030030.0,40567.0,0.0,1.0,518105.47,73000.0,33.0,5.0,fiduciaria,15.47
714102,premier,38.0,masculino,casado,,11.0,819596.0,654513.0,165083.0,1.0,3.0,,818000.0,77.0,3.0,fiduciaria,9.77
956483,optima,46.0,femenino,soltero,39552.0,20.0,561252.0,542073.0,19179.0,2.0,0.0,432166.66,733000.0,135.0,2.0,hipotecaria,7.62
668416,optima,32.0,femenino,casado,55092.0,3.0,55553.0,49641.0,5912.0,2.0,1.0,,397000.0,41.0,2.0,fiduciaria,17.89
849485,optima,46.0,femenino,soltero,87196.0,12.0,67720.0,63689.0,4031.0,2.0,3.0,835405.42,487000.0,49.0,3.0,fiduciaria,16.09
918973,optima,36.0,masculino,casado,72309.0,163.0,1643801.0,1511896.0,131905.0,3.0,1.0,8631895.85,574000.0,196.0,3.0,hipotecaria,6.98
736402,optima,49.0,femenino,casado,,10.0,467228.0,455785.0,11443.0,0.0,1.0,718838.72,141000.0,43.0,4.0,fiduciaria,16.15
785912,optima,46.0,femenino,soltero,119385.0,27.0,509776.0,333886.0,175890.0,1.0,2.0,,121000.0,54.0,3.0,prendas,7.9
357977,optima,46.0,femenino,divorciado,33860.0,11.0,1115065.0,1099699.0,15366.0,3.0,0.0,120419.25,326000.0,55.0,4.0,fiduciaria,13.49
600853,optima,24.0,femenino,soltero,215653.0,3.0,114129.0,109573.0,4556.0,4.0,0.0,777208.64,165000.0,54.0,3.0,fiduciaria,18.21
941403,premier,56.0,femenino,soltero,91553.0,5.0,289082.0,238262.0,50820.0,1.0,2.0,,306000.0,61.0,4.0,fiduciaria,12.52
771379,optima,36.0,masculino,casado,,0.0,563411.0,148084.0,415327.0,1.0,1.0,,94000.0,30.0,3.0,autoliquidable,7.86
873807,optima,44.0,femenino,casado,63506.0,1.0,162127.0,144143.0,17984.0,2.0,1.0,908604.53,50000.0,43.0,3.0,fiduciaria,17.17
473352,premier,40.0,masculino,casado,,17.0,263769.0,252544.0,11225.0,2.0,1.0,307426.25,1340000.0,73.0,4.0,fiduciaria,10.03
225481,privada,45.0,masculino,casado,52522.0,8.0,2760177.0,1323314.0,1436863.0,2.0,4.0,1848420.45,116000.0,49.0,2.0,autoliquidable,6.94
915596,optima,37.0,masculino,casado,,17.0,204416.0,201077.0,3339.0,3.0,1.0,568480.32,380000.0,52.0,3.0,fiduciaria,17.75
283170,optima,45.0,masculino,casado,91299.0,4.0,172708.0,137511.0,35197.0,1.0,0.0,,120000.0,77.0,2.0,fiduciaria_prendas,8.44
793049,optima,49.0,femenino,divorciado,134075.0,8.0,58180.0,54745.0,3435.0,5.0,2.0,489930.94,300000.0,59.0,3.0,fiduciaria,12.74
870296,optima,58.0,femenino,soltero,65094.0,24.0,398601.0,398488.0,113.0,1.0,2.0,146801.19,62000.0,59.0,3.0,prendas,9.26
152789,premier,34.0,femenino,soltero,88283.0,5.0,407964.0,397106.0,10858.0,2.0,1.0,652709.07,325000.0,55.0,3.0,fiduciaria,15.85
855326,premier,59.0,femenino,casado,,8.0,3011967.0,3009974.0,1993.0,5.0,1.0,363548.01,246000.0,352.0,3.0,fiduciaria_bienes_inmuebles,6.6
361757,optima,22.0,masculino,soltero,104255.0,15.0,653661.0,368343.0,285318.0,2.0,4.0,4794.03,202000.0,99.0,4.0,autoliquidable,7.94
869153,premier,50.0,femenino,casado,96742.0,9.0,1318379.0,1231458.0,86921.0,4.0,1.0,966439.36,364000.0,53.0,4.0,fiduciaria,12.28
813233,optima,36.0,masculino,soltero,145244.0,17.0,45933.0,34047.0,11886.0,4.0,1.0,,52000.0,70.0,3.0,fiduciaria,11.54
212698,optima,36.0,femenino,soltero,64616.0,33.0,956264.0,939512.0,16752.0,2.0,1.0,140477.1,140000.0,41.0,4.0,fiduciaria,17.62
845481,optima,60.0,masculino,casado,,1.0,134147.0,113102.0,21045.0,3.0,1.0,936484.27,142000.0,78.0,4.0,fiduciaria,13.68
556537,optima,40.0,masculino,divorciado,153612.0,14.0,119365.0,95023.0,24342.0,2.0,1.0,1845298.1,471000.0,59.0,4.0,fiduciaria,16.27
888504,privada,46.0,masculino,soltero,74782.0,17.0,1399427.0,269487.0,1129940.0,3.0,3.0,76628.02,1932000.0,15.0,2.0,autoliquidable,9.18
831851,optima,39.0,femenino,soltero,128146.0,12.0,204508.0,164833.0,39675.0,3.0,3.0,536234.68,538000.0,40.0,3.0,fiduciaria,13.98
301683,optima,38.0,masculino,casado,80668.0,13.0,420386.0,416829.0,3557.0,1.0,0.0,11041.26,502000.0,339.0,3.0,fiduciaria_bienes_inmuebles,7.71
539052,optima,52.0,femenino,soltero,25013.0,0.0,611532.0,607196.0,4336.0,4.0,1.0,,287000.0,46.0,5.0,fiduciaria,12.51
236572,optima,57.0,masculino,casado,479746.0,29.0,120549.0,96552.0,23997.0,4.0,2.0,,2093000.0,68.0,4.0,fiduciaria,11.62
799636,optima,50.0,femenino,casado,84244.0,8.0,93071.0,91903.0,1168.0,1.0,1.0,,217000.0,45.0,3.0,fiduciaria,14.17
171013,optima,50.0,femenino,divorciado,48496.0,4.0,420277.0,189354.0,230923.0,1.0,0.0,70294.76,147000.0,45.0,2.0,prendas,8.3
528939,optima,31.0,femenino,soltero,93233.0,2.0,632309.0,618522.0,13787.0,4.0,0.0,1014512.84,226000.0,60.0,4.0,fiduciaria,11.67
868892,optima,50.0,masculino,soltero,212496.0,2.0,630558.0,594487.0,36071.0,2.0,0.0,,253000.0,40.0,4.0,fiduciaria,19.97
771954,optima,38.0,femenino,casado,,11.0,285255.0,266483.0,18772.0,3.0,2.0,655943.41,245000.0,66.0,4.0,fiduciaria,14.02
373170,premier,65.0,masculino,soltero,,18.0,91128.3384798265,1703.338479826502,89425.0,4.0,3.0,1133088.34,136000.0,49.0,2.0,fiduciaria,12.03
669930,optima,38.0,femenino,divorciado,114293.0,5.0,1364438.0,1349887.0,14551.0,3.0,1.0,52074.39,2072000.0,310.0,3.0,hipotecaria,6.67
733306,optima,33.0,femenino,casado,37267.0,20.0,561899.0,545428.0,16471.0,2.0,2.0,635774.81,208000.0,73.0,5.0,fiduciaria,13.2
697277,premier,33.0,masculino,casado,92419.0,3.0,881935.0,863237.0,18698.0,1.0,2.0,,67000.0,61.0,4.0,fiduciaria,13.57
223228,optima,37.0,femenino,casado,43447.0,22.0,665436.0,642942.0,22494.0,4.0,2.0,750481.9,546000.0,285.0,4.0,hipotecaria,7.19
257242,premier,33.0,femenino,casado,,839.0,406289.0,392086.0,14203.0,2.0,1.0,356650.49,333000.0,318.0,4.0,hipotecaria,6.98
256601,optima,46.0,femenino,casado,,13.0,1517292.0,1426220.0,91072.0,4.0,1.0,170399.46,361000.0,39.0,5.0,fiduciaria,13.87
279553,optima,53.0,femenino,soltero,44041.0,23.0,425920.0,382616.0,43304.0,2.0,2.0,248564.75,172000.0,83.0,3.0,fiduciaria_prendas,8.32
134048,privada,40.0,masculino,casado,64479.0,3.0,7039249.0,164961.0,6874288.0,1.0,4.0,1917827.61,873000.0,16.0,2.0,autoliquidable,9.49
924074,optima,33.0,masculino,casado,332651.0,3.0,34292.0,29268.0,5024.0,2.0,1.0,1002210.39,137000.0,77.0,2.0,fiduciaria,9.69
571379,premier,44.0,masculino,casado,69978.0,57.0,1225984.0,1201308.0,24676.0,3.0,4.0,40254.54,2352000.0,129.0,4.0,hipotecaria,5.98
618486,optima,35.0,masculino,soltero,95549.0,31.0,74547.0,72296.0,2251.0,2.0,1.0,664880.8,113000.0,44.0,3.0,fiduciaria,15.58
876389,premier,44.0,femenino,soltero,84089.0,3.0,3439928.0,3405379.0,34549.0,3.0,1.0,,621000.0,57.0,4.0,fiduciaria,14.03
437390,premier,49.0,femenino,casado,102338.0,304.0,393515.0,140663.0,252852.0,3.0,2.0,,918000.0,226.0,4.0,hipotecaria,7.66
498891,optima,55.0,masculino,casado,146793.0,9.0,148464.0,131024.0,17440.0,3.0,2.0,469238.63,98000.0,64.0,3.0,fiduciaria,17.24
529263,optima,51.0,masculino,soltero,45226.0,11.0,148504.0,123724.0,24780.0,4.0,1.0,595180.63,209000.0,59.0,5.0,fiduciaria,16.29
120450,privada,62.0,masculino,casado,,14.0,3795743.0,2743709.0,1052034.0,5.0,2.0,603098.95,48000.0,49.0,2.0,autoliquidable,7.26
189453,optima,40.0,femenino,casado,32213.0,10.0,1334783.0,1312204.0,22579.0,1.0,1.0,,62000.0,50.0,4.0,fiduciaria,16.63
441806,premier,58.0,masculino,viudo,,4.0,208950.0,171316.0,37634.0,4.0,1.0,,2028000.0,59.0,2.0,fiduciaria,11.24
347714,privada,37.0,femenino,casado,,4.0,6183326.0,5234558.0,948768.0,5.0,3.0,689.41,400000.0,324.0,1.0,hipotecaria,5.29
646318,optima,36.0,masculino,casado,25831.0,7.0,805649.0,802236.0,3413.0,3.0,1.0,1618976.7,487000.0,65.0,4.0,fiduciaria,13.75
313635,optima,51.0,femenino,casado,65419.0,19.0,470975.0,465629.0,5346.0,2.0,1.0,168738.35,102000.0,55.0,4.0,fiduciaria,15.94
660495,optima,45.0,femenino,casado,66792.0,13.0,40423.0,6560.0,33863.0,3.0,1.0,439251.04,314000.0,72.0,3.0,fiduciaria,13.06
457077,premier,62.0,masculino,casado,,11.0,3395391.0,3360691.0,34700.0,4.0,0.0,77623.5,409000.0,53.0,4.0,fiduciaria,9.07
874509,optima,54.0,masculino,soltero,,7.0,66116.0,65609.0,507.0,1.0,0.0,,217000.0,53.0,2.0,fiduciaria_prendas,9.33
215891,optima,44.0,masculino,casado,,1.0,366276.0,346114.0,20162.0,3.0,2.0,341142.91,196000.0,55.0,4.0,fiduciaria,15.56
326019,premier,40.0,masculino,casado,87249.0,13.0,1185748.0,1154482.0,31266.0,3.0,1.0,400553.63,467000.0,85.0,4.0,fiduciaria,10.39
162600,optima,49.0,masculino,soltero,,1.0,93710.0,58970.0,34740.0,4.0,2.0,764760.76,115000.0,41.0,2.0,fiduciaria,16.95
442384,optima,36.0,femenino,soltero,99240.0,4.0,129911.0,67918.0,61993.0,2.0,1.0,6663.12,640000.0,65.0,3.0,fiduciaria,13.95
985784,optima,47.0,masculino,casado,38828.0,3.0,355091.0,350793.0,4298.0,2.0,1.0,166032.21,727000.0,245.0,2.0,hipotecaria,7.97
934316,optima,42.0,masculino,casado,235484.0,24.0,143680.0,142573.0,1107.0,2.0,1.0,,39000.0,41.0,4.0,fiduciaria,21.25
909225,optima,56.0,femenino,soltero,47579.0,0.0,101578.0,81289.0,20289.0,5.0,2.0,,126000.0,52.0,3.0,fiduciaria,15.23
515436,premier,58.0,femenino,divorciado,,14.0,1926463.0,1858438.0,68025.0,5.0,2.0,2187555.89,644000.0,64.0,5.0,fiduciaria,12.46
754706,optima,51.0,femenino,soltero,39105.0,11.0,91239.0,47055.0,44184.0,4.0,2.0,595041.75,247000.0,52.0,3.0,fiduciaria,12.98
231385,optima,44.0,masculino,casado,,41.0,250652.0,248466.0,2186.0,1.0,1.0,2370893.69,64000.0,52.0,5.0,fiduciaria,18.19
290818,optima,42.0,masculino,viudo,52602.0,6.0,683093.0,618219.0,64874.0,3.0,1.0,1184234.01,442000.0,34.0,4.0,fiduciaria,16.29
340438,optima,48.0,masculino,soltero,,15.0,49461.0,30379.0,19082.0,2.0,1.0,1325631.07,386000.0,45.0,3.0,fiduciaria,16.2
742061,optima,43.0,masculino,casado,36595.0,47.0,386503.0,374012.0,12491.0,3.0,0.0,167179.73,162000.0,52.0,5.0,fiduciaria,16.89
241509,premier,33.0,femenino,casado,,15.0,438781.0,419318.0,19463.0,3.0,1.0,,177000.0,55.0,2.0,fiduciaria,16.51
248687,premier,36.0,femenino,soltero,153669.0,0.0,2301659.0,2269324.0,32335.0,2.0,3.0,,1446000.0,164.0,2.0,fiduciaria_bienes_inmuebles,6.15
584630,optima,35.0,femenino,soltero,,17.0,322365.0,294533.0,27832.0,2.0,0.0,558195.33,79000.0,63.0,2.0,fiduciaria_prendas,8.57
773687,optima,41.0,masculino,casado,,23.0,304592.0,181804.0,122788.0,2.0,2.0,,114000.0,71.0,3.0,fiduciaria,15.29
468736,optima,41.0,femenino,casado,57524.0,15.0,238732.0,228532.0,10200.0,3.0,1.0,57981.34,122000.0,50.0,4.0,fiduciaria,16.41
456103,optima,40.0,femenino,divorciado,101552.0,4.0,810389.0,810085.0,304.0,1.0,0.09771264297546889,231220.04,182000.0,69.0,3.0,prendas,8.45
508626,premier,57.0,femenino,casado,83708.0,18.0,750147.0,687977.0,62170.0,3.0,2.0,,599000.0,65.0,3.0,fiduciaria,9.58
146049,optima,51.0,masculino,casado,83650.0,18.0,439270.0,435060.0,4210.0,5.0,1.0,921784.44,66000.0,62.0,4.0,fiduciaria,17.95
518442,optima,36.0,femenino,casado,71720.0,3.0,373835.0,338290.0,35545.0,2.0,1.0,184238.51,635000.0,46.0,3.0,fiduciaria,12.95
581300,premier,34.0,masculino,soltero,98047.0,2.0,2573265.0,2436823.0,136442.0,2.0,1.0,2223.69,1886000.0,174.0,2.0,hipotecaria,6.35
340974,premier,35.0,femenino,soltero,,1.0,477368.0,436663.0,40705.0,4.0,1.0,,223000.0,58.0,4.0,fiduciaria,15.35
979800,optima,44.0,femenino,casado,181142.0,4.0,108599.0,42817.0,65782.0,3.0,0.0,,399000.0,77.0,3.0,fiduciaria,10.15
497899,optima,64.0,masculino,casado,,92.0,1319364.0,1308675.0,10689.0,4.0,3.0,2131.04,663000.0,277.0,2.0,hipotecaria,5.85
998948,optima,37.0,femenino,viudo,,201.0,931126.0,917182.0,13944.0,2.0,2.0,609099.27,416000.0,364.0,4.0,hipotecaria,5.91
948029,optima,43.0,masculino,viudo,38499.0,10.0,19653.0,228.0,19425.0,5.0,2.0,375875.46,168000.0,63.0,3.0,fiduciaria,16.41
756310,premier,49.0,femenino,soltero,103001.0,3.0,201967.0,86350.0,115617.0,3.0,1.0,1645431.14,320000.0,66.0,3.0,fiduciaria,16.24
536617,privada,53.0,masculino,soltero,98178.0,30.0,173489.0,149072.0,24417.0,1.0,5.0,1236243.68,796000.0,13.0,2.0,autoliquidable,8.92
633958,premier,36.0,femenino,soltero,96437.0,8.0,448922.0,338642.0,110280.0,2.0,2.0,145186.08,72000.0,89.0,4.0,fiduciaria,11.77
968276,optima,38.0,femenino,soltero,,49.0,147494.0,142880.0,4614.0,3.0,1.0,519762.72,257000.0,59.0,5.0,fiduciaria,14.56
953358,optima,35.0,femenino,casado,31841.0,8.0,186437.0,122369.0,64068.0,2.0,0.0,54231.14,187000.0,44.0,3.0,fiduciaria,16.28
279239,premier,39.0,masculino,viudo,94122.0,26.0,2821154.0,2811674.0,9480.0,3.0,1.0,389607.13,312000.0,56.0,4.0,fiduciaria,8.98
830117,premier,35.0,masculino,casado,94934.0,8.0,689844.0,666811.0,23033.0,2.0,1.0,,258000.0,74.0,4.0,fiduciaria,12.04
763125,optima,33.0,masculino,soltero,137980.0,9.0,1957478.0,1866251.0,91227.0,3.0,1.0,,691000.0,209.0,3.0,hipotecaria,6.76
501432,optima,34.0,masculino,soltero,,33.0,168332.0,136295.0,32037.0,1.0,1.0,985670.26,259000.0,79.0,1.0,fiduciaria_prendas,9.14
162504,optima,46.0,femenino,soltero,57744.0,2.0,303754.0,293980.0,9774.0,3.0,1.0,430350.68,48000.0,53.0,6.0,fiduciaria,17.3
466844,optima,39.0,femenino,soltero,54892.0,38.0,92901.0,85901.0,7000.0,2.0,3.0,458448.9,55000.0,36.0,4.0,fiduciaria,17.17
736648,premier,46.0,masculino,divorciado,86015.0,4.0,604043.0,601223.0,2820.0,3.0,2.0,2926655.21,151000.0,59.0,4.0,fiduciaria,13.39
149691,premier,37.0,femenino,casado,101553.0,1.0,847997.0,756963.0,91034.0,5.0,2.0,,1034000.0,59.0,4.0,fiduciaria,12.45
203786,optima,34.0,masculino,casado,145703.0,9.0,104108.0,102373.0,1735.0,3.0,2.0,317333.42,188000.0,67.0,3.0,fiduciaria,15.44
509988,optima,37.0,masculino,viudo,89227.0,7.0,538952.0,512767.0,26185.0,4.0,1.0,,154000.0,62.0,5.0,fiduciaria,21.64
439112,optima,44.0,femenino,casado,32297.0,5.0,132561.0,106396.0,26165.0,1.0,0.0,,191000.0,59.0,1.0,fiduciaria_prendas,8.86
314856,optima,52.0,masculino,casado,32314.0,1.0,126672.0,118709.0,7963.0,5.0,2.0,599044.58,142000.0,66.0,3.0,fiduciaria,17.14
626434,premier,55.0,femenino,casado,94047.0,11.0,354386.0,291761.0,62625.0,2.0,1.0,169395.69,363000.0,59.0,3.0,fiduciaria,12.61
987280,premier,36.0,femenino,casado,92325.0,5.0,531523.0,455462.0,76061.0,3.0,0.0,1684849.12,1216000.0,320.0,2.0,fiduciaria_bienes_inmuebles,7.65
395809,optima,43.0,masculino,divorciado,84540.0,242.0,610983.0,565246.0,45737.0,3.0,1.0,45215.99,469000.0,335.0,3.0,hipotecaria,6.39
985963,optima,32.0,femenino,soltero,45209.0,155.0,690088.0,680500.0,9588.0,2.0,0.0,151410.9,645000.0,309.0,3.0,hipotecaria,6.89
302806,premier,45.0,masculino,soltero,83429.0,13.0,64416.0,12132.0,52284.0,3.0,1.0,262672.0,197000.0,42.0,2.0,fiduciaria,16.31
925502,optima,39.0,masculino,casado,95851.0,13.0,968727.0,745914.0,222813.0,4.0,2.0,62648.07,154000.0,34.0,5.0,autoliquidable,7.59
126920,optima,39.0,masculino,casado,58035.0,6.0,274256.0,267160.0,7096.0,5.0,2.0,,243000.0,46.0,4.0,fiduciaria,16.61
611062,optima,46.0,femenino,casado,144733.0,34.0,62767.0,51740.0,11027.0,1.0,1.0,141770.16,128000.0,45.0,3.0,fiduciaria_prendas,9.04
271215,optima,40.0,femenino,casado,95765.0,11.0,510771.0,479702.0,31069.0,5.0,1.0,,516000.0,42.0,4.0,fiduciaria,15.12
404650,optima,58.0,masculino,casado,177516.0,13.0,495855.0,462898.0,32957.0,2.0,1.0,3044195.17,552000.0,62.0,6.0,fiduciaria,14.66
733687,premier,44.0,femenino,casado,103002.0,6.0,88769.0,36184.0,52585.0,3.0,2.0,,648000.0,42.0,2.0,fiduciaria,13.27
460134,optima,48.0,masculino,casado,,5.0,142332.0,141151.0,1181.0,4.0,5.0,240929.24,290000.0,58.0,2.0,fiduciaria,19.77
327707,optima,53.0,femenino,soltero,31570.0,39.0,312623.0,304768.0,7855.0,3.0,1.0,258269.34,437000.0,54.0,5.0,fiduciaria,14.25
915198,premier,34.0,femenino,soltero,,27.0,393377.0,390331.0,3046.0,2.0,1.0,355011.03,191000.0,56.0,4.0,fiduciaria,16.76
977706,optima,47.0,masculino,casado,246492.0,5.0,563626.0,557755.0,5871.0,3.0,1.0,594228.61,867000.0,64.0,5.0,fiduciaria,13.98
796381,privada,52.0,femenino,soltero,,0.0,2775122.0,1856303.0,918819.0,3.0,3.0,54552.08,627000.0,151.0,1.0,hipotecaria,5.88
286508,premier,43.0,masculino,soltero,95418.0,1.0,775240.0,717628.0,57612.0,2.0,0.0,47132.16,733000.0,300.0,2.0,fiduciaria_bienes_inmuebles,7.74
560971,optima,40.0,femenino,casado,35716.0,10.0,315230.0,289342.0,25888.0,1.0,2.0,,236000.0,66.0,2.0,fiduciaria_prendas,8.17
712480,privada,43.0,femenino,casado,,3.0,1412611.0,599187.0,813424.0,2.0,3.0,358992.3,99000.0,255.0,2.0,hipotecaria,7.12
621154,privada,59.0,femenino,soltero,78526.0,20.0,3031413.0,220529.0,2810884.0,1.0,3.0,1027209.2,32000.0,42.0,2.0,autoliquidable,7.14
885150,optima,28.0,femenino,casado,28002.0,1.0,1097592.0,1054358.0,43234.0,2.0,1.0,146807.97,130000.0,47.0,5.0,fiduciaria,15.28
902230,optima,59.0,femenino,casado,53427.0,12.0,16478.0,118.0,16360.0,6.0,1.0,1129665.57,429000.0,44.0,3.0,fiduciaria,16.16
581379,optima,51.0,femenino,casado,245591.0,3.0,659402.0,647273.0,12129.0,3.0,2.0,,83000.0,53.0,4.0,fiduciaria,14.62
830715,privada,44.0,masculino,divorciado,73757.0,10.0,3654330.0,93789.0,3560541.0,2.0,9.0,193143.9,206000.0,74.0,3.0,autoliquidable,7.52
285640,optima,34.0,femenino,viudo,36210.0,40.0,150743.0,121785.0,28958.0,3.0,2.0,120247.01,140000.0,76.0,5.0,fiduciaria,15.87
833896,privada,62.0,femenino,casado,89649.0,27.0,727151.0,675357.0,51794.0,2.0,1.0,5941.18,143000.0,54.0,4.0,fiduciaria,10.9
789183,optima,53.0,femenino,casado,49833.0,2.0,29063.0,15529.0,13534.0,3.0,2.0,709546.66,19000.0,30.0,2.0,fiduciaria,25.35
232058,privada,36.0,femenino,casado,159876.0,4.0,3390863.0,2031228.0,1359635.0,3.0,4.0,95801.58,1749000.0,120.0,1.0,hipotecaria,6.87
379710,optima,37.0,masculino,casado,104665.0,74.0,167791.0,159109.0,8682.0,4.0,1.0,62110.73,278000.0,57.0,5.0,fiduciaria,13.64
722167,optima,44.0,masculino,soltero,65724.0,10.0,48642.0,24871.0,23771.0,2.0,1.0,1147992.35,132000.0,76.0,3.0,fiduciaria,14.53
